name	title	country	host	date	country_labeled
OR591550.1	"Influenza A virus (A/Peruvian booby/Peru/A296/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Sula variegata"	2022-12-XX	"Peru (other)"
OR591551.1	"Influenza A virus (A/Belcher gull/Peru/A267/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru		2022-12-XX	"Peru (other)"
OR381588.1	"Influenza A virus (A/Black-necked swan/Uruguay/014-M3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Cygnus melancoryphus"	2023-02-18	Uruguay
OR381596.1	"Influenza A virus (A/Backyard chicken/Uruguay/040-M5/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-03-03	Uruguay
OR381604.1	"Influenza A virus (A/Backyard chicken/Uruguay/040-M7/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-03-03	Uruguay
OR381612.1	"Influenza A virus (A/Backyard chicken/Uruguay/047-M1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-03-06	Uruguay
OR381620.1	"Influenza A virus (A/Backyard chicken/Uruguay/047-M3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-03-06	Uruguay
OR381627.1	"Influenza A virus (A/Backyard chicken/Uruguay/124-M1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-04-16	Uruguay
OR381636.1	"Influenza A virus (A/Backyard chicken/Uruguay/127-M1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-04-17	Uruguay
OR381644.1	"Influenza A virus (A/Backyard chicken/Uruguay/127-M4/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-04-17	Uruguay
OR381652.1	"Influenza A virus (A/Backyard chicken/Uruguay/144-M3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Gallus gallus"	2023-05-03	Uruguay
OR381660.1	"Influenza A virus (A/Backyard duck/Uruguay/124-M3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Anas platyrhynchos"	2023-04-16	Uruguay
OR381668.1	"Influenza A virus (A/Backyard turkey/Uruguay/124-M6/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Meleagris gallopavo"	2023-04-16	Uruguay
OR381676.1	"Influenza A virus (A/Black-necked swan/Uruguay/078-M2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Uruguay	"Cygnus melancoryphus"	2023-03-15	Uruguay
OQ962052.1	"Influenza A virus (A/Lesser Scaup/Maryland/22-003098-003/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	USA	"Aythya affinis"	2022-01-23	USA
OQ965540.1	"Influenza A virus (A/Turkey/Minnesota/22-009820-001/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	USA	"Meleagris gallopavo"	2022-03-30	USA
OQ966268.1	"Influenza A virus (A/Turkey/North Carolina/22-010146-001/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	USA	"Meleagris gallopavo"	2022-04-04	USA
OR435591.1	"Influenza A virus (A/duck/Vietnam/QN6659/2020(H5N6)) segment 4 hemagglutinin (HA) gene, complete cds"	"Viet Nam"	"Anas sp."	2020-10-23	"Viet Nam"
OR435638.1	"Influenza A virus (A/duck/Vietnam/HN6896/2021(H5N6)) segment 4 hemagglutinin (HA) gene, complete cds"	"Viet Nam"	"Anas sp."	2021-01-29	"Viet Nam"
OQ550426.1	"Influenza A virus (A/Guanay cormorant/Peru/PIU-SER024/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru		2022-11-24	"Peru (other)"
OQ550434.1	"Influenza A virus (A/pelican/Peru/PIU-SER016/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	Pelecanidae	2022-11-24	"Peru (other)"
OQ550442.1	"Influenza A virus (A/dolphin/Peru/PIU-SER002/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Delphinus delphis"	2022-11-22	"Peru (other)"
OQ550450.1	"Influenza A virus (A/pelican/Peru/PIU-SER019/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	Pelecanidae	2022-11-24	"Peru (other)"
OQ550458.1	"Influenza A virus (A/pelican/Peru/PIU-SER028/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	Pelecanidae	2022-11-24	"Peru (other)"
OQ550466.1	"Influenza A virus (A/Sanderling/Peru/PIU-SER005/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Calidris alba"	2022-11-22	"Peru (other)"
OQ550474.1	"Influenza A virus (A/South American Sea Lion/Peru/LIM-SER036/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Otaria byronia"	2023-01-23	"Peru (other)"
OQ925704.1	"Influenza A virus (A/pelican/Peru/PIU-SER013/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	Pelecanidae	2022-11-23	"Peru (other)"
OQ925711.1	"Influenza A virus (A/south american sea lion/Peru/AQP-SER00R/2023(H5N1)) segment 4 hemagglutinin, HA2 region, (HA) gene, partial cds"	Peru	"Otaria byronia"	2023-03-06	"Peru (other)"
OQ925717.1	"Influenza A virus (A/south american sea lion/Peru/AQP-SER00B/2023(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds"	Peru	"Otaria byronia"	2023-01-25	"Peru (other)"
OQ925725.1	"Influenza A virus (A/south american sea lion/Peru/AQP-SER00K/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Otaria byronia"	2023-02-07	"Peru (other)"
OR268564.1	"Influenza A virus (A/Whimbrel/Valparaiso/239946/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Numenius phaeopus"	2023-03-05	Chile
OR268570.1	"Influenza A virus (A/Humboldt penguin/Tarapaca/238744-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Spheniscus humboldti"	2023-02-23	Chile
OR268598.1	"Influenza A virus (A/Blackish oystercatcher/OHiggins/240628/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Haematopus ater"	2023-03-06	Chile
OR269134.1	"Influenza A virus (A/chicken/OHiggins/241252-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-12	Chile
OR269259.1	"Influenza A virus (A/Whimbrel/Valparaiso/239946/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Numenius phaeopus"	2023-03-05	Chile
OR269264.1	"Influenza A virus (A/Humboldt penguin/Tarapaca/238744-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Spheniscus humboldti"	2023-02-23	Chile
OR269268.1	"Influenza A virus (A/Blackish oystercatcher/OHiggins/240628/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Haematopus ater"	2023-03-06	Chile
OR265539.1	"Influenza A virus (A/Turkey vulture/Antofagasta/228252-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Cathartes aura"	2022-12-17	Chile
OR265542.1	"Influenza A virus (A/Pelican/Tarapaca/227436-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-09	Chile
OR265549.1	"Influenza A virus (A/Pelican/Antofagasta/228246-3/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-15	Chile
OR265569.1	"Influenza A virus (A/Pelican/Valparaiso/233418-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-20	Chile
OR265573.1	"Influenza A virus (A/Black-crowned night-heron/Antofagasta/228705-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Nycticorax nycticorax"	2022-12-20	Chile
OR265587.1	"Influenza A virus (A/Great egret/Araucania/240518/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Ardea alba"	2023-03-07	Chile
OR265608.1	"Influenza A virus (A/Pelican/Coquimbo/230310-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-02	Chile
OR265639.1	"Influenza A virus (A/Humboldt penguin/Coquimbo/239590/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Spheniscus humboldti"	2023-02-28	Chile
OR125135.1	"Influenza A virus (A/Whimbrel/Coquimbo/239964/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Numenius phaeopus"	2023-03-05	Chile
OR125141.1	"Influenza A virus (A/chicken/Nuble/240684/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-08	Chile
OR125155.1	"Influenza A virus (A/South American tern/Maule/238507/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Sterna hirundinacea"	2023-02-23	Chile
OR125162.1	"Influenza A virus (A/Pelican/Valparaiso/234040/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-25	Chile
OR125175.1	"Influenza A virus (A/chicken/Nuble/239136/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-02-27	Chile
OR125180.1	"Influenza A virus (A/Kelp gull/Maule/239349/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Larus dominicanus"	2023-03-01	Chile
OR125188.1	"Influenza A virus (A/Sanderling/Arica y Parinacota/240265/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Calidris alba"	2023-03-03	Chile
OR125201.1	"Influenza A virus (A/chicken/Nuble/240155/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-06	Chile
OR125209.1	"Influenza A virus (A/Black Skimmer/Maule/240379/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Rynchops niger"	2023-03-06	Chile
OR125214.1	"Influenza A virus (A/chicken/Araucania/241914-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-14	Chile
OR125219.1	"Influenza A virus (A/Domestic duck/Araucania/241914-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Anas platyrhynchos"	2023-03-14	Chile
OR125233.1	"Influenza A virus (A/Pelican/Antofagasta/228246-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-15	Chile
OR125238.1	"Influenza A virus (A/Gray gull/Tarapaca/232825-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Leucophaeus modestus"	2023-01-18	Chile
OR125244.1	"Influenza A virus (A/chicken/OHiggins/241252-3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-12	Chile
OR125250.1	"Influenza A virus (A/Sanderling/Arica y Parinacota/230758-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Calidris alba"	2022-12-30	Chile
OR125255.1	"Influenza A virus (A/Elegant tern/Tarapaca/229133-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Thalasseus elegans"	2022-12-23	Chile
OR125262.1	"Influenza A virus (A/South American sea lion/Arica y Parinacota/240270-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Otaria byronia"	2023-03-01	Chile
OR125269.1	"Influenza A virus (A/Pelican/Valparaiso/233091-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-20	Chile
OR125279.1	"Influenza A virus (A/Pelican/Atacama/230158-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-30	Chile
OR125285.1	"Influenza A virus (A/Pelican/Antofagasta/228318-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-16	Chile
OR125292.1	"Influenza A virus (A/Pelican/Valparaiso/233450-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-23	Chile
OR125296.1	"Influenza A virus (A/Pelican/Coquimbo/231946-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-14	Chile
OR125301.1	"Influenza A virus (A/chicken/Araucania/239569-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-02	Chile
OR125307.1	"Influenza A virus (A/Pelican/Maule/231155-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-09	Chile
OR125312.1	"Influenza A virus (A/Pelican/Atacama/229424-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-22	Chile
OR125319.1	"Influenza A virus (A/chicken/OHiggins/241252-6/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-12	Chile
OR125322.1	"Influenza A virus (A/Pelican/Valparaiso/233447-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-21	Chile
OR125328.1	"Influenza A virus (A/chicken/OHiggins/241252-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-12	Chile
OR125334.1	"Influenza A virus (A/goose/Araucania/239189-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Anser sp."	2023-02-28	Chile
OR125340.1	"Influenza A virus (A/Pelican/Atacama/229450-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-26	Chile
OR125345.1	"Influenza A virus (A/Turkey vulture/Valparaiso/230187-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Cathartes aura"	2022-12-31	Chile
OR125351.1	"Influenza A virus (A/Turkey/Araucania/241892-3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Meleagris gallopavo"	2023-03-14	Chile
OR125356.1	"Influenza A virus (A/Black-crowned night-heron/Antofagasta/228705-3/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Nycticorax nycticorax"	2022-12-20	Chile
OR125361.1	"Influenza A virus (A/Chiloe wigeon/OHiggins/240893-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Mareca sibilatrix"	2023-03-09	Chile
OR125370.1	"Influenza A virus (A/South American sea lion/Tarapaca/240524-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Otaria byronia"	2023-03-07	Chile
OR125384.1	"Influenza A virus (A/chicken/Nuble/241681-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-10	Chile
OR125390.1	"Influenza A virus (A/Elegant tern/Arica y Parinacota/229476-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Thalasseus elegans"	2022-12-24	Chile
OR125399.1	"Influenza A virus (A/Pelican/Antofagasta/228272-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-18	Chile
OR125407.1	"Influenza A virus (A/Pelican/Antofagasta/228244-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-16	Chile
OR125415.1	"Influenza A virus (A/chicken/Nuble/241557-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-10	Chile
OR125420.1	"Influenza A virus (A/chicken/Araucania/239189-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-02-28	Chile
OR125426.1	"Influenza A virus (A/Pelican/Nuble/233947-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-26	Chile
OR125433.1	"Influenza A virus (A/Turkey/Nuble/241568-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Meleagris gallopavo"	2023-03-10	Chile
OR125440.1	"Influenza A virus (A/Domestic duck/Maule/240466-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Anas platyrhynchos"	2023-03-07	Chile
OR125446.1	"Influenza A virus (A/chicken/Araucania/241892-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-14	Chile
OR125452.1	"Influenza A virus (A/Pelican/OHiggins/233663-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-24	Chile
OR125458.1	"Influenza A virus (A/chicken/Araucania/239569-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-02	Chile
OR125463.1	"Influenza A virus (A/Turkey/Nuble/240489-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Meleagris gallopavo"	2023-03-07	Chile
OR125471.1	"Influenza A virus (A/Pelican/Atacama/230158-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2022-12-30	Chile
OR125482.1	"Influenza A virus (A/Pelican/Valparaiso/233091-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-20	Chile
OR125489.1	"Influenza A virus (A/chicken/Araucania/240481-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Gallus gallus"	2023-03-07	Chile
OR125495.1	"Influenza A virus (A/Domestic duck/Araucania/239189-3/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Anas platyrhynchos"	2023-02-28	Chile
OR125499.1	"Influenza A virus (A/Domestic duck/Araucania/240481-2/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Anas platyrhynchos"	2023-03-07	Chile
OR125503.1	"Influenza A virus (A/Pelican/OHiggins/233721-1/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Pelecanus	2023-01-24	Chile
OQ547312.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0545/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-03	"Peru (other)"
OQ547319.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0547/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-28	"Peru (other)"
OQ547327.1	"Influenza A virus (A/Nannopterum brasilianus/Peru/AISA0451/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Phalacrocorax brasilianus"	2022-11-22	"Peru (other)"
OQ547335.1	"Influenza A virus (A/Pelecanus thagus/Peru/AIS0541/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Pelecanus thagus"	2022-11-16	"Peru (other)"
OQ547343.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0539/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-11-18	"Peru (other)"
OQ547351.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0540/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-11-28	"Peru (other)"
OQ547359.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0542/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-01	"Peru (other)"
OQ547367.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0543/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-01	"Peru (other)"
OQ547375.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0544/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-03	"Peru (other)"
OQ547383.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0546/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-18	"Peru (other)"
OQ547391.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0548/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-22	"Peru (other)"
OQ547399.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0549/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-22	"Peru (other)"
OQ547407.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0550/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-12	"Peru (other)"
OQ547415.1	"Influenza A virus (A/Gallus gallus/Peru/AIS0551/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Gallus gallus"	2022-12-12	"Peru (other)"
OQ547423.1	"Influenza A virus (A/Nannopterum brasilianus/Peru/AISA0446/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Phalacrocorax brasilianus"	2022-11-22	"Peru (other)"
OQ547431.1	"Influenza A virus (A/Panthera leo/Peru/AIS0554/2023(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Panthera leo"	2023-02-08	"Peru (other)"
OQ547439.1	"Influenza A virus (A/Pelecanus thagus/Peru/AIS0538/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Pelecanus thagus"	2022-11-10	"Peru (other)"
OQ547447.1	"Influenza A virus (A/Pelecanus thagus/Peru/AISA0464/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Pelecanus thagus"	2022-11-22	"Peru (other)"
OR048385.1	"Influenza A virus (A/environment/Japan/KU-6e/2020(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds"	Japan		2020-12-21	Japan
OQ747758.1	"Influenza A virus (A/Peruvian_pelican/Peru/A074/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru		2022-11-XX	"Peru (other)"
OQ747759.1	"Influenza A virus (A/Belcher's_gull/Peru/A102/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru		2022-11-XX	"Peru (other)"
OQ747760.1	"Influenza A virus (A/Peruvian_pelican/Peru/A106/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru		2022-11-XX	"Peru (other)"
OQ747761.1	"Influenza A virus (A/Belcher's_gull/Peru/A267/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru		2022-12-XX	"Peru (other)"
OQ747762.1	"Influenza A virus (A/American kestrel/Peru/A273/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	"Falco sparverius"	2022-12-XX	"Peru (other)"
OQ747763.1	"Influenza A virus (A/Western barn owl/Peru/A293/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru		2022-12-XX	"Peru (other)"
OQ832505.2	"Influenza A virus (A/Andean Guayata/Argentina/A Argentina AndeanGuayata 140223(H5N1)/2023(H5N1)) segment 4 hemagglutinin (HA) gene, partial cds"	Argentina		2023-02-11	Argentina
OQ683458.1	"Influenza A virus (A/chicken/Colombia/Bolivar/3500/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Colombia	"Gallus gallus"	2022-11-08	Colombia
OQ683466.1	"Influenza A virus (A/chicken/Colombia/Choco/3502/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Colombia	"Gallus gallus"	2022-11-13	Colombia
OQ683474.1	"Influenza A virus (A/chicken/Colombia/Choco/3504/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Colombia	"Gallus gallus"	2022-11-01	Colombia
OQ683482.1	"Influenza A virus (A/chicken/Colombia/Cordoba/3499/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Colombia	"Gallus gallus"	2022-11-26	Colombia
OQ683490.1	"Influenza A virus (A/chicken/Colombia/Magdalena/3503/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Colombia	"Gallus gallus"	2022-11-18	Colombia
OQ683498.1	"Influenza A virus (A/wild duck/Colombia/Choco/3501/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Colombia	"Anas platyrhynchos"	2022-10-09	Colombia
OQ565628.1	"Influenza A virus (A/Pelecanus/Peru/VFAR-140/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Peru	Pelecanus	2022-12-XX	"Peru (other)"
LC625436.1	"Influenza A virus (A/environment/Hiroshima/T17-6/2020(H5N8)) viral cRNA, segment 4, complete sequence"	Japan		2020-12-07	Japan
LC627330.1	"Influenza A virus (A/water/Niigata/HY1116/2020) viral cRNA, segment 4, complete sequence"	Japan		2020-11-16	Japan
LC627362.1	"Influenza A virus (A/mallard/Miyazaki/4501C605/2021) viral cRNA, segment 4, complete sequence"	Japan	"Anas platyrhynchos"	2021-01-24	Japan
OQ458189.1	"Influenza A virus (A/Pelican/CHL/227023-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-07	Chile
OQ455396.1	"Influenza A virus (A/Pelican/CHL/226955-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-06	Chile
OQ455401.1	"Influenza A virus (A/Pelican/CHL/226955-3/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-06	Chile
OQ455410.1	"Influenza A virus (A/Pelican/CHL/226618-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-05	Chile
OQ455416.1	"Influenza A virus (A/Pelican/CHL/226618-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-05	Chile
OQ455422.1	"Influenza A virus (A/Pelican/CHL/226958-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-06	Chile
OQ455437.1	"Influenza A virus (A/Gull/CHL/227023-2/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Larus	2022-12-07	Chile
OQ455442.1	"Influenza A virus (A/Gull/CHL/227023-3/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	Larus	2022-12-07	Chile
OQ455458.1	"Influenza A virus (A/Pelican/CHL/227087-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-07	Chile
OQ455466.1	"Influenza A virus (A/Pelican/CHL/226924-1/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Pelecanus thagus"	2022-12-06	Chile
OQ352548.1	"Influenza A virus (A/black skimmer/Chile/C61962/2022(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds"	Chile	"Rynchops niger"	2022-12-02	Chile
